timestamp,consumption,temperature,humidity,wind_speed,cloud_cover,ev_load_norm,solar_gen_norm,dsr_active,hour,weekday,is_weekend,is_holiday,is_peak_hour,is_night_hour,tariff_zone,month,season,heating_degree_days,cooling_degree_days,day_of_year,temperature_squared,rolling_mean_24h,rolling_std_24h,hour_sin,hour_cos
2024-01-01 13:00:00,63062.375,-24.41566,54.534904,2.5124586,0.4853801,0.25164488,0.31446978,0.0,13,0,0,1,0,0,day,1,winter,42.41566,0.0,0,0.29438248,38287.21,16330.55,-0.25881904,-0.9659258
2024-01-01 14:00:00,65914.11,-25.368135,58.869576,2.1548536,0.5646833,0.25267187,0.2517084,0.0,14,0,0,1,0,0,day,1,winter,43.368134,0.0,0,0.31779867,40129.004,17277.756,-0.5,-0.8660254
2024-01-01 15:00:00,74762.28,-26.93299,62.399315,1.8043995,0.6251687,0.2645605,0.18680769,0.0,15,0,0,1,0,0,day,1,winter,44.93299,0.0,0,0.35821527,42293.582,18803.88,-0.70710677,-0.70710677
2024-01-01 16:00:00,65459.043,-27.615456,62.53695,1.6047397,0.6182687,0.27534655,0.14106683,0.0,16,0,0,1,0,0,day,1,winter,45.615456,0.0,0,0.37659922,43656.258,19053.97,-0.8660254,-0.5
2024-01-01 17:00:00,67609.45,-29.039455,61.61433,6.4967737,0.7326359,0.27319294,0.07684633,0.0,17,0,0,1,0,0,day,1,winter,47.039455,0.0,0,0.4164395,44986.992,19328.035,-0.9659258,-0.25881904
2024-01-01 18:00:00,63339.086,-29.22438,59.686604,1.7686431,0.7574385,0.2256948,0.04475593,0.0,18,0,0,1,0,0,day,1,winter,47.22438,0.0,0,0.4217602,45952.89,19249.55,-1.0,-1.8369701e-16
2024-01-01 19:00:00,75840.0,-29.813862,54.450768,4.733868,0.70296144,0.63724834,0.02786626,0.0,19,0,0,1,0,0,day,1,winter,47.81386,0.0,0,0.43894634,47447.246,19892.33,-0.9659258,0.25881904
2024-01-01 20:00:00,65941.61,-30.276722,55.24759,1.5003211,0.6407868,0.30982372,0.015812965,0.0,20,0,0,1,0,0,day,1,winter,48.276722,0.0,0,0.45268142,48327.93,19804.223,-0.8660254,0.5
2024-01-01 21:00:00,68811.445,-30.803417,53.43035,2.5194426,0.69132775,0.43187317,0.0065881987,0.0,21,0,0,1,0,0,day,1,winter,48.803417,0.0,0,0.46856815,49259.0,19814.193,-0.70710677,0.70710677
2024-01-01 22:00:00,64307.15,-29.937275,58.09461,1.6308985,0.6156479,0.6139128,0.003143124,0.0,22,0,0,1,0,0,day,1,winter,47.937275,0.0,0,0.44258785,49913.266,19611.277,-0.5,0.8660254
2024-01-01 23:00:00,62111.477,-29.689373,57.80291,2.3361099,0.5690156,0.7486002,0.0012810816,0.0,23,0,0,1,0,1,night,1,winter,47.689373,0.0,0,0.43528834,50421.523,19341.154,-0.25881904,0.9659258
2024-01-02 00:00:00,42170.098,-29.396114,60.399246,4.39783,0.5363242,0.8001941,0.00014323859,0.0,0,1,0,1,0,1,night,1,winter,47.396114,0.0,1,0.42673162,51118.113,18692.951,0.0,1.0
2024-01-02 01:00:00,45162.79,-28.880577,58.918198,6.968131,0.54196185,0.86063695,0.00045823536,0.0,1,1,0,1,0,1,night,1,winter,46.880577,0.0,1,0.41189516,52001.273,17835.443,0.25881904,0.9659258
2024-01-02 02:00:00,41699.113,-27.708813,57.081253,1.6642781,0.51420206,0.9109125,0.0014017001,0.0,2,1,0,1,0,1,night,1,winter,45.708813,0.0,1,0.3791498,52687.297,17060.951,0.5,0.8660254
2024-01-02 03:00:00,44572.93,-26.585247,59.361534,1.937079,0.4212526,0.94958085,0.0042766477,0.0,3,1,0,1,0,1,night,1,winter,44.585247,0.0,1,0.3490249,53556.195,16020.822,0.70710677,0.70710677
2024-01-02 04:00:00,42853.883,-25.43982,60.31916,2.2072835,0.4844824,0.8134093,0.009382026,0.0,4,1,0,1,0,1,night,1,winter,43.43982,0.0,1,0.3195972,54305.832,15008.787,0.8660254,0.5
2024-01-02 05:00:00,44215.28,-24.352444,61.267723,3.9540238,0.4486654,0.68394065,0.021616774,0.0,5,1,0,1,0,1,night,1,winter,42.352444,0.0,1,0.29286,55077.375,13909.967,0.9659258,0.25881904
2024-01-02 06:00:00,43831.637,-22.365108,60.8269,6.3571324,0.56117415,0.5054986,0.03598377,0.0,6,1,0,1,0,1,night,1,winter,40.36511,0.0,1,0.24701141,55752.34,12874.834,1.0,6.123234e-17
2024-01-02 07:00:00,39430.223,-22.113121,63.10257,2.0388405,0.5617258,0.32226977,0.0645928,0.0,7,1,0,1,0,0,day,1,winter,40.11312,0.0,1,0.2414766,55970.242,12533.962,0.9659258,-0.25881904
2024-01-02 08:00:00,50046.36,-22.122051,64.6039,1.9226885,0.6200266,0.16586831,0.09536417,0.0,8,1,0,1,0,0,day,1,winter,40.12205,0.0,1,0.24167168,56687.234,11611.432,0.8660254,-0.5
2024-01-02 09:00:00,51334.7,-22.531511,57.416107,1.6187028,0.63548297,0.13218735,0.13713412,0.0,9,1,0,1,0,0,day,1,winter,40.53151,0.0,1,0.25070074,56832.246,11517.681,0.70710677,-0.70710677
2024-01-02 10:00:00,47266.094,-22.305756,57.065445,1.51285,0.69075483,0.10833401,0.16587201,0.0,10,1,0,1,0,0,day,1,winter,40.305756,0.0,1,0.24570209,56466.867,11681.986,0.5,-0.8660254
2024-01-02 11:00:00,53561.492,-22.012932,60.584824,2.7145774,0.69692224,0.1275751,0.19924828,0.0,11,1,0,1,0,0,day,1,winter,40.01293,0.0,1,0.23929341,56105.547,11629.873,0.25881904,-0.9659258
2024-01-02 12:00:00,55434.305,-22.691671,57.474327,1.5734869,0.6824864,0.1642315,0.22589505,0.0,12,1,0,1,0,0,day,1,winter,40.691673,0.0,1,0.2542775,55780.707,11530.665,1.2246469e-16,-1.0
2024-01-02 13:00:00,62944.137,-23.9711,52.812687,1.635224,0.7206897,0.21753463,0.20955163,0.0,13,1,0,1,0,0,day,1,winter,41.9711,0.0,1,0.28375983,55775.777,11527.443,-0.25881904,-0.9659258
2024-01-02 14:00:00,75296.86,-25.343727,53.51199,3.179856,0.83940136,0.24963963,0.14542212,0.0,14,1,0,1,0,0,day,1,winter,43.343727,0.0,1,0.3171874,56166.727,12034.197,-0.5,-0.8660254
2024-01-02 15:00:00,83131.96,-25.877163,56.08581,3.9336042,0.78327036,0.27300575,0.1367719,0.0,15,1,0,1,0,0,day,1,winter,43.877163,0.0,1,0.33068028,56515.465,12699.391,-0.70710677,-0.70710677
2024-01-02 16:00:00,80140.25,-26.366156,55.33077,5.3752446,0.79551363,0.3029204,0.09922429,0.0,16,1,0,1,0,0,day,1,winter,44.366158,0.0,1,0.34329587,57127.18,13478.608,-0.8660254,-0.5
2024-01-02 17:00:00,67976.09,-26.925957,59.950123,3.5059793,0.7587675,0.30444667,0.0728798,0.0,17,1,0,1,0,0,day,1,winter,44.925957,0.0,1,0.3580282,57142.457,13491.207,-0.9659258,-0.25881904
2024-01-02 18:00:00,64266.953,-28.100204,65.529465,6.3786726,0.7556397,0.24494419,0.04502712,0.0,18,1,0,1,0,0,day,1,winter,46.100204,0.0,1,0.38993657,57181.117,13511.052,-1.0,-1.8369701e-16
2024-01-02 19:00:00,64191.438,-28.553688,58.96666,6.9444666,0.7249285,0.6238824,0.026724372,0.0,19,1,0,1,0,0,day,1,winter,46.553688,0.0,1,0.40262377,56695.76,13011.622,-0.9659258,0.25881904
2024-01-02 20:00:00,60994.875,-28.872952,58.01239,2.3224118,0.5646805,0.29299647,0.01806054,0.0,20,1,0,1,0,0,day,1,winter,46.87295,0.0,1,0.4116777,56489.65,12897.472,-0.8660254,0.5
2024-01-02 21:00:00,67772.72,-28.901505,51.50858,2.8826067,0.5347061,0.44538385,0.008678888,0.0,21,1,0,1,0,0,day,1,winter,46.901505,0.0,1,0.4124923,56446.367,12856.002,-0.70710677,0.70710677
2024-01-02 22:00:00,64169.855,-28.302597,54.809746,1.883963,0.5791146,0.6019608,0.0033524309,0.0,22,1,0,1,0,0,day,1,winter,46.302597,0.0,1,0.39557382,56440.65,12852.382,-0.5,0.8660254
2024-01-02 23:00:00,60698.574,-27.876362,53.59401,1.8315059,0.5140852,0.72388524,0.0014019553,0.0,23,1,0,1,0,1,night,1,winter,45.87636,0.0,1,0.38374892,56381.777,12828.491,-0.25881904,0.9659258
2024-01-03 00:00:00,42395.5,-26.972641,53.173637,2.0257556,0.55542773,0.8286563,0.00013923079,0.0,0,2,0,1,0,1,night,1,winter,44.97264,0.0,2,0.3592708,56391.168,12817.712,0.0,1.0
2024-01-03 01:00:00,43766.87,-26.27747,57.688877,2.888471,0.54922307,0.8967618,0.00045398154,0.0,1,2,0,1,0,1,night,1,winter,44.27747,0.0,2,0.34099033,56333.004,12873.923,0.25881904,0.9659258
2024-01-03 02:00:00,47002.355,-25.329193,54.09822,4.523155,0.5210092,0.9421227,0.0013901305,0.0,2,2,0,1,0,1,night,1,winter,43.329193,0.0,2,0.31682372,56553.973,12655.484,0.5,0.8660254
2024-01-03 03:00:00,46649.445,-24.24198,50.293533,4.0640564,0.56089133,0.972998,0.0034629789,0.0,3,2,0,1,0,1,night,1,winter,42.24198,0.0,2,0.29020917,56640.492,12576.867,0.70710677,0.70710677
2024-01-03 04:00:00,49797.863,-24.661533,44.966663,9.692821,0.58409625,0.84361887,0.008025349,0.0,4,2,0,1,0,1,night,1,winter,42.661533,0.0,2,0.30034134,56929.83,12323.23,0.8660254,0.5
2024-01-03 05:00:00,44935.05,-24.66001,51.08369,2.3669708,0.5898163,0.6764186,0.017360957,0.0,5,2,0,1,0,1,night,1,winter,42.66001,0.0,2,0.30030423,56959.816,12291.778,0.9659258,0.25881904
2024-01-03 06:00:00,45781.92,-25.063047,55.5871,2.5460687,0.6308003,0.48369247,0.032034535,0.0,6,2,0,1,0,1,night,1,winter,43.06305,0.0,2,0.3102007,57041.08,12207.37,1.0,6.123234e-17
2024-01-03 07:00:00,50333.22,-25.893272,55.419537,5.9424114,0.619738,0.31347257,0.05869043,0.0,7,2,0,1,0,0,day,1,winter,43.893272,0.0,2,0.33109212,57495.37,11716.501,0.9659258,-0.25881904
2024-01-03 08:00:00,53357.117,-26.824219,52.333893,2.1301706,0.4986953,0.15873243,0.1165754,0.0,8,2,0,1,0,0,day,1,winter,44.82422,0.0,2,0.35532776,57633.32,11644.252,0.8660254,-0.5
2024-01-03 09:00:00,63429.695,-26.995089,56.039986,8.494445,0.46332926,0.13415688,0.18174037,0.0,9,2,0,1,0,0,day,1,winter,44.995087,0.0,2,0.35986903,58137.277,11621.509,0.70710677,-0.70710677
2024-01-03 10:00:00,60678.625,-28.873436,64.95276,2.062094,0.3452161,0.12747365,0.288246,0.0,10,2,0,1,0,0,day,1,winter,46.873436,0.0,2,0.41169152,58696.133,11396.315,0.5,-0.8660254
2024-01-03 11:00:00,72905.92,-29.838648,63.558384,3.2634861,0.38425857,0.17658953,0.33193907,0.0,11,2,0,1,0,0,day,1,winter,47.838646,0.0,2,0.4396765,59502.15,11697.472,0.25881904,-0.9659258
2024-01-03 12:00:00,85248.234,-32.54046,59.47237,4.1444507,0.43450823,0.22083156,0.3406587,0.0,12,2,0,1,0,0,day,1,winter,50.54046,0.0,2,0.52290446,60744.4,12779.717,1.2246469e-16,-1.0
2024-01-03 13:00:00,89860.35,-34.44551,63.333916,2.2375572,0.48346862,0.25250888,0.31681076,0.0,13,2,0,1,0,0,day,1,winter,52.44551,0.0,2,0.58592254,61865.906,14094.557,-0.25881904,-0.9659258
2024-01-03 14:00:00,104254.555,-35.99755,59.494545,1.7580863,0.50135624,0.2698208,0.2795989,0.0,14,2,0,1,0,0,day,1,winter,53.99755,0.0,2,0.63991296,63072.477,16352.858,-0.5,-0.8660254
2024-01-03 15:00:00,109357.375,-37.15773,58.529377,1.5556611,0.54654324,0.3031985,0.2142116,0.0,15,2,0,1,0,0,day,1,winter,55.15773,0.0,2,0.68182564,64165.203,18488.326,-0.70710677,-0.70710677
2024-01-03 16:00:00,98056.266,-38.0,50.893738,3.6593502,0.43544415,0.2989887,0.18934733,0.0,16,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,64911.703,19495.648,-0.8660254,-0.5
2024-01-03 17:00:00,83113.46,-38.0,51.410614,4.3744326,0.42137572,0.29413748,0.130753,0.0,17,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,65542.43,19840.902,-0.9659258,-0.25881904
2024-01-03 18:00:00,89319.47,-38.0,48.925774,3.190378,0.32999235,0.23517458,0.091173366,0.0,18,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,66586.28,20421.41,-1.0,-1.8369701e-16
2024-01-03 19:00:00,94229.68,-38.0,54.425884,1.7660468,0.30931547,0.5562562,0.05218952,0.0,19,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,67837.875,21174.852,-0.9659258,0.25881904
2024-01-03 20:00:00,75352.695,-38.0,52.3969,2.5846791,0.40876815,0.26826602,0.02295555,0.0,20,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,68436.12,21175.936,-0.8660254,0.5
2024-01-03 21:00:00,81970.03,-38.0,55.940987,3.334344,0.46888438,0.3832424,0.009627374,0.0,21,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,69027.67,21354.15,-0.70710677,0.70710677
2024-01-03 22:00:00,90166.73,-38.0,56.300076,5.404141,0.49833477,0.5972893,0.003823334,0.0,22,2,0,1,0,0,day,1,winter,56.0,0.0,2,0.7130864,70110.875,21752.656,-0.5,0.8660254
2024-01-03 23:00:00,82495.125,-38.0,57.297066,5.320076,0.47479543,0.7503991,0.0014922526,0.0,23,2,0,1,0,1,night,1,winter,56.0,0.0,2,0.7130864,71019.06,21797.564,-0.25881904,0.9659258
2024-01-04 00:00:00,56629.383,-38.0,59.335938,2.2132144,0.40442136,0.82740015,0.00017542596,0.0,0,3,0,1,0,1,night,1,winter,56.0,0.0,3,0.7130864,71612.14,21169.492,0.0,1.0
2024-01-04 01:00:00,54682.47,-38.0,59.342815,1.5301366,0.41051516,0.8762236,0.0005613857,0.0,1,3,0,1,0,1,night,1,winter,56.0,0.0,3,0.7130864,72066.96,20656.277,0.25881904,0.9659258
2024-01-04 02:00:00,54367.895,-38.0,57.566463,3.3162653,0.47154102,0.9259629,0.0015033433,0.0,2,3,0,1,0,1,night,1,winter,56.0,0.0,3,0.7130864,72373.86,20319.666,0.5,0.8660254
2024-01-04 03:00:00,53369.0,-38.0,55.564766,2.6716807,0.48563716,0.9676821,0.0039079473,0.0,3,3,0,1,0,1,night,1,winter,56.0,0.0,3,0.7130864,72653.836,19993.479,0.70710677,0.70710677
2024-01-04 04:00:00,49546.51,-37.574463,57.82719,3.7088842,0.37887254,0.8653349,0.010990742,0.0,4,3,0,1,0,1,night,1,winter,55.574463,0.0,3,0.69720507,72643.37,20006.033,0.8660254,0.5
2024-01-04 05:00:00,48873.625,-36.628357,52.51896,4.231158,0.38206777,0.716849,0.023898823,0.0,5,3,0,1,0,1,night,1,winter,54.628357,0.0,3,0.6625365,72807.48,19783.781,0.9659258,0.25881904
2024-01-04 06:00:00,44400.074,-35.52431,58.747528,5.173886,0.26393178,0.4903123,0.05560541,0.0,6,3,0,1,0,1,night,1,winter,53.52431,0.0,3,0.6231984,72749.9,19867.688,1.0,6.123234e-17
2024-01-04 07:00:00,51858.56,-35.161224,59.403645,5.7257442,0.318298,0.29381612,0.09286849,0.0,7,3,0,1,0,0,day,1,winter,53.161224,0.0,3,0.6105243,72813.45,19795.166,0.9659258,-0.25881904
2024-01-04 08:00:00,60298.22,-34.5392,58.554554,3.186657,0.27848414,0.16698363,0.15966286,0.0,8,3,0,1,0,0,day,1,winter,52.5392,0.0,3,0.58911425,73102.664,19547.705,0.8660254,-0.5
2024-01-04 09:00:00,65637.164,-34.826923,59.64412,2.2722375,0.2100492,0.14598165,0.25846568,0.0,9,3,0,1,0,0,day,1,winter,52.826923,0.0,3,0.5989702,73194.64,19505.36,0.70710677,-0.70710677
2024-01-04 10:00:00,69140.14,-35.161602,57.989964,4.9780025,0.26955292,0.123596676,0.32008716,0.0,10,3,0,1,0,0,day,1,winter,53.161602,0.0,3,0.6105374,73547.2,19345.107,0.5,-0.8660254
2024-01-04 11:00:00,66572.74,-35.73138,57.833538,3.5083601,0.30878383,0.1584811,0.36916688,0.0,11,3,0,1,0,0,day,1,winter,53.73138,0.0,3,0.6304847,73283.32,19397.36,0.25881904,-0.9659258
2024-01-04 12:00:00,77605.555,-36.989548,54.840412,1.9909691,0.32525826,0.22187743,0.39804927,0.0,12,3,0,1,0,0,day,1,winter,54.989548,0.0,3,0.6756675,72964.875,19254.602,1.2246469e-16,-1.0
2024-01-04 13:00:00,88458.22,-37.38559,56.817535,2.9504032,0.457974,0.25920805,0.32996526,0.0,13,3,0,1,0,0,day,1,winter,55.38559,0.0,3,0.69021344,72906.45,19203.166,-0.25881904,-0.9659258
2024-01-04 14:00:00,99590.05,-38.0,57.13833,1.9746267,0.48667067,0.2847318,0.28666648,0.0,14,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,72712.1,18893.201,-0.5,-0.8660254
2024-01-04 15:00:00,105592.02,-38.0,58.209633,2.399662,0.43627495,0.29134154,0.2541354,0.0,15,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,72555.21,18588.85,-0.70710677,-0.70710677
2024-01-04 16:00:00,95461.66,-38.0,63.00811,6.5462,0.45976123,0.30594403,0.18316762,0.0,16,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,72447.1,18441.05,-0.8660254,-0.5
2024-01-04 17:00:00,87148.64,-38.0,60.22563,1.6158042,0.43305254,0.32100865,0.1288897,0.0,17,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,72615.234,18560.535,-0.9659258,-0.25881904
2024-01-04 18:00:00,55791.754,-38.0,59.88736,1.7068026,0.5016514,0.27344236,0.07139575,1.0,18,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,71218.25,18510.291,-1.0,-1.8369701e-16
2024-01-04 19:00:00,63654.152,-38.0,55.03309,4.1689887,0.50561625,0.59094155,0.03949555,1.0,19,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,69944.266,17899.777,-0.9659258,0.25881904
2024-01-04 20:00:00,61580.258,-38.0,57.51216,2.5980954,0.5152014,0.32172725,0.01964299,1.0,20,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,69370.414,17939.572,-0.8660254,0.5
2024-01-04 21:00:00,66765.766,-38.0,57.917675,3.7537062,0.41468304,0.39186203,0.01044768,1.0,21,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,68736.91,17742.666,-0.70710677,0.70710677
2024-01-04 22:00:00,64698.926,-38.0,58.367718,4.510944,0.4124301,0.6007141,0.0043522706,1.0,22,3,0,1,0,0,day,1,winter,56.0,0.0,3,0.7130864,67675.74,17157.193,-0.5,0.8660254
2024-01-04 23:00:00,59261.66,-38.0,58.226986,2.2585073,0.40330115,0.7301529,0.0016605484,1.0,23,3,0,1,0,1,night,1,winter,56.0,0.0,3,0.7130864,66707.69,16938.746,-0.25881904,0.9659258
2024-01-05 00:00:00,53015.188,-38.0,56.84574,5.0945477,0.33682644,0.8122787,0.00019326567,0.0,0,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66557.09,17047.955,0.0,1.0
2024-01-05 01:00:00,51040.242,-38.0,64.89519,3.689504,0.32383323,0.877057,0.0006350175,0.0,1,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66405.336,17174.002,0.25881904,0.9659258
2024-01-05 02:00:00,50290.195,-38.0,64.36465,4.326203,0.3513155,0.9218741,0.0017905502,0.0,2,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66235.43,17317.836,0.5,0.8660254
2024-01-05 03:00:00,50617.742,-38.0,64.68944,2.0816734,0.35019392,0.9341434,0.004761819,0.0,3,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66120.8,17415.54,0.70710677,0.70710677
2024-01-05 04:00:00,48972.777,-38.0,60.65856,2.107095,0.26469785,0.77693117,0.012872735,0.0,4,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66096.89,17439.656,0.8660254,0.5
2024-01-05 05:00:00,46567.24,-38.0,63.30676,3.2656133,0.25437528,0.6234457,0.028506001,0.0,5,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66000.79,17544.729,0.9659258,0.25881904
2024-01-05 06:00:00,48987.42,-38.0,62.532864,4.02936,0.23319083,0.43164617,0.058083028,0.0,6,4,0,1,0,1,night,1,winter,56.0,0.0,4,0.7130864,66191.93,17322.754,1.0,6.123234e-17
2024-01-05 07:00:00,50378.477,-38.0,63.583748,1.9642358,0.25339434,0.2796308,0.10159064,0.0,7,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,66130.26,17378.545,0.9659258,-0.25881904
2024-01-05 08:00:00,56955.246,-38.0,65.84742,1.7295932,0.26550353,0.14178836,0.16289398,0.0,8,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,65990.97,17440.607,0.8660254,-0.5
2024-01-05 09:00:00,68834.586,-38.0,64.75367,2.2148094,0.2468161,0.114437364,0.24680759,0.0,9,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,66124.195,17449.996,0.70710677,-0.70710677
2024-01-05 10:00:00,71805.4,-38.0,62.105583,3.9893868,0.22728151,0.10359504,0.33952078,0.0,10,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,66235.25,17478.482,0.5,-0.8660254
2024-01-05 11:00:00,81727.516,-38.0,54.903336,10.203863,0.24038371,0.16914405,0.40563002,0.0,11,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,66866.695,17762.645,0.25881904,-0.9659258
2024-01-05 12:00:00,82400.16,-38.0,54.603954,2.621477,0.3061839,0.22747362,0.4095717,0.0,12,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,67066.47,17914.984,1.2246469e-16,-1.0
2024-01-05 13:00:00,98267.13,-38.0,53.464657,5.6229405,0.32566077,0.26525137,0.39890566,0.0,13,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,67475.17,18525.703,-0.25881904,-0.9659258
2024-01-05 14:00:00,98548.63,-38.0,51.115177,3.645045,0.4122461,0.29985863,0.32070842,0.0,14,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,67431.78,18448.27,-0.5,-0.8660254
2024-01-05 15:00:00,94845.34,-38.0,56.907387,1.622504,0.47451282,0.32678914,0.24082159,0.0,15,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,66984.01,17592.334,-0.70710677,-0.70710677
2024-01-05 16:00:00,96616.305,-38.0,60.420666,3.5101717,0.5536086,0.32240614,0.1588247,0.0,16,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,67032.12,17674.984,-0.8660254,-0.5
2024-01-05 17:00:00,92279.78,-38.0,54.969997,7.196222,0.6186943,0.32110083,0.096313275,0.0,17,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,67245.914,17957.668,-0.9659258,-0.25881904
2024-01-05 18:00:00,91862.11,-38.0,56.28843,6.7958975,0.6902334,0.25413504,0.05182739,0.0,18,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,68748.84,18459.754,-1.0,-1.8369701e-16
2024-01-05 19:00:00,95357.516,-38.0,54.497093,3.689024,0.5930848,0.50894177,0.034381032,0.0,19,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,70069.82,19198.873,-0.9659258,0.25881904
2024-01-05 20:00:00,85666.266,-38.0,56.527428,4.1450005,0.61174315,0.29296425,0.01680887,0.0,20,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,71073.4,19364.611,-0.8660254,0.5
2024-01-05 21:00:00,96075.49,-38.0,54.754745,4.331378,0.6631634,0.39090738,0.007017452,0.0,21,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,72294.64,19995.09,-0.70710677,0.70710677
2024-01-05 22:00:00,90107.49,-38.0,54.030773,3.821882,0.7213135,0.49590614,0.0026032084,0.0,22,4,0,1,0,0,day,1,winter,56.0,0.0,4,0.7130864,73353.33,20246.51,-0.5,0.8660254
